Sale_ID,Customer_ID,Car_ID,Sale_Date,Quantity, Sale_Price ,Payment_Method,Salesperson
S00335,CU1860,C0194,06-03-2024,2," $88,734 ",Credit,Melissa Myers
S00336,CU1853,C0121,02-06-2025,2," $68,297 ",Credit,Ann Montgomery
S00337,CU0848,C0215,27-10-2024,3," $25,017 ",Installment,Caitlin Bautista
S00338,CU0532,C0476,10-11-2024,3," $29,543 ",Cash,Sue Werner
S00339,CU1957,C0289,24-11-2024,3," $28,463 ",Installment,Eric Kim
S00340,CU1241,C0491,08-03-2023,3," $44,435 ",Credit,Danielle Spears
S00341,CU0372,C0028,14-05-2025,2," $70,735 ",Installment,Keith Davidson
S00342,CU1150,C0146,14-11-2022,2," $77,579 ",Cash,Christopher Ellis
S00343,CU0829,C0240,24-09-2024,3," $95,436 ",Cash,Mark Patrick
S00344,CU1578,C0087,31-05-2025,2," $81,092 ",Credit,Gary Green
S00345,CU0363,C0217,18-12-2022,2," $50,697 ",Installment,Julian Jackson
S00346,CU0481,C0483,08-04-2024,1," $17,311 ",Credit,Joseph Morales
S00347,CU0517,C0288,24-12-2022,1," $65,602 ",Installment,Lisa Rangel
S00348,CU0904,C0476,21-03-2025,3," $33,197 ",Credit,Mary Elliott
S00349,CU0027,C0136,28-03-2025,2," $61,335 ",Installment,Heather Woods
S00350,CU1127,C0280,22-02-2024,2," $42,245 ",Credit,Mary Finley
S00351,CU0023,C0186,01-09-2024,3," $39,936 ",Credit,Emma Fuentes
S00352,CU1021,C0129,04-05-2025,1," $47,076 ",Installment,Michael Norman
S00353,CU1149,C0006,09-10-2025,3," $66,899 ",Installment,Jason Hall
S00354,CU0616,C0302,11-04-2025,3," $78,508 ",Installment,Alexander Davis II
S00355,CU0110,C0163,23-10-2025,3," $57,981 ",Credit,Mary Rich
S00356,CU1168,C0423,14-01-2024,3," $53,389 ",Credit,Joseph Wood
S00357,CU1285,C0076,04-01-2025,1," $77,347 ",Cash,Gilbert Pacheco
S00358,CU0187,C0308,10-08-2023,3," $43,110 ",Credit,Randy Jackson
S00359,CU0260,C0221,10-02-2023,2," $87,178 ",Credit,John Kim
S00360,CU0963,C0099,13-02-2024,3," $31,410 ",Credit,Dennis Gillespie
S00361,CU0742,C0087,11-12-2023,3," $53,536 ",Cash,Aimee Butler
S00362,CU0446,C0498,05-10-2023,3," $21,063 ",Cash,Jennifer Smith
S00363,CU1971,C0416,19-12-2022,1," $76,522 ",Credit,Allison Cantu
S00364,CU1251,C0299,18-12-2023,3," $19,673 ",Credit,Heather Crawford
S00365,CU1008,C0260,04-04-2024,3," $18,082 ",Credit,Austin Jenkins
S00366,CU1795,C0144,01-03-2025,3," $49,488 ",Installment,Michelle Harmon
S00367,CU0968,C0053,15-01-2023,3," $16,110 ",Credit,Jordan Welch
S00368,CU1704,C0160,24-09-2023,3," $61,924 ",Credit,Joseph Stephens
S00369,CU0384,C0490,17-07-2023,1," $46,254 ",Credit,Kurt Thompson
S00370,CU0838,C0224,28-03-2023,2," $85,977 ",Credit,Lisa Huynh
S00371,CU1720,C0259,20-07-2023,3," $21,390 ",Cash,Renee Ware
S00372,CU1975,C0326,06-08-2025,3," $80,889 ",Installment,Daniel Mercer
S00373,CU0731,C0303,03-11-2024,3," $19,141 ",Credit,Clayton Webster
S00374,CU0217,C0043,02-08-2023,3," $86,651 ",Cash,Felicia Chang
S00375,CU0355,C0234,05-10-2024,1," $88,818 ",Installment,Alexander George
S00376,CU0560,C0039,19-10-2023,3," $49,612 ",Credit,Joshua Lopez
S00377,CU0638,C0389,03-12-2022,1," $23,628 ",Credit,Rhonda Howard
S00378,CU0699,C0026,04-11-2022,1," $65,149 ",Credit,Dr. Karen Monroe
S00379,CU1496,C0317,18-04-2024,1," $22,856 ",Installment,Lisa Rose
S00380,CU1336,C0279,20-10-2023,2," $68,275 ",Installment,Jeremiah Mendez
S00381,CU0998,C0342,07-01-2025,3," $39,203 ",Installment,Joshua Mejia
S00382,CU0218,C0224,18-03-2023,1," $48,804 ",Cash,Donald Gonzales
S00383,CU0523,C0314,02-10-2025,2," $36,455 ",Cash,Jesse Bishop
S00384,CU1073,C0271,08-08-2024,3," $69,835 ",Cash,Terry Price
S00385,CU0935,C0334,07-12-2023,1," $48,670 ",Cash,Vanessa Castro
S00386,CU0597,C0106,14-10-2025,3," $54,241 ",Credit,Susan Pearson
S00387,CU0227,C0015,08-04-2023,1," $56,468 ",Installment,Jeremy Hawkins
S00388,CU1830,C0253,09-07-2025,1," $24,774 ",Installment,Ronald Singleton
S00389,CU1059,C0042,12-09-2025,3," $36,843 ",Cash,Christopher Jones
S00390,CU0972,C0294,06-07-2024,1," $73,352 ",Credit,Michelle Jones DDS
S00391,CU1630,C0084,13-11-2024,1," $26,675 ",Installment,Nicholas Little
S00392,CU1211,C0319,15-04-2025,1," $94,913 ",Credit,Nancy Wheeler
S00393,CU0832,C0069,11-06-2024,3," $78,757 ",Cash,Grace Gomez
S00394,CU1542,C0324,20-07-2023,1," $81,199 ",Cash,Kevin Baker
S00395,CU0427,C0019,04-03-2023,1," $74,061 ",Installment,Christopher Tate
S00396,CU0253,C0468,22-01-2025,3," $86,118 ",Credit,Clayton Conrad
S00397,CU1673,C0190,07-04-2025,2," $42,259 ",Credit,Joyce Hall
S00398,CU1933,C0100,10-01-2023,2," $89,231 ",Installment,Nicholas Trevino
S00399,CU1952,C0236,29-04-2023,2," $36,450 ",Installment,Rachel Cook
S00400,CU1819,C0118,14-12-2022,2," $34,147 ",Credit,Summer Irwin
S00401,CU0304,C0196,25-01-2024,3," $41,306 ",Installment,Michael English
S00402,CU1028,C0409,04-05-2025,3," $99,356 ",Cash,Ann Taylor
S00403,CU0838,C0472,26-03-2023,2," $66,007 ",Installment,George Garcia
S00404,CU1073,C0496,04-01-2024,3," $20,771 ",Cash,Sean Herrera
S00405,CU0325,C0121,31-10-2024,1," $77,163 ",Installment,David Craig
S00406,CU0346,C0160,27-07-2024,1," $53,858 ",Installment,David Moran
S00407,CU0375,C0109,24-07-2023,1," $72,079 ",Cash,Dale Espinoza
S00408,CU1391,C0395,28-07-2025,3," $56,456 ",Cash,Andrew Smith
S00409,CU1346,C0345,21-01-2025,3," $36,848 ",Installment,Madison King
S00410,CU0493,C0234,14-06-2025,3," $18,576 ",Cash,Lori Bailey
S00411,CU1896,C0365,09-02-2025,3," $48,380 ",Installment,Laurie Hernandez
S00412,CU1623,C0191,09-02-2024,2," $29,246 ",Cash,Julie Wilson
S00413,CU1837,C0464,20-05-2025,2," $68,348 ",Installment,Edwin Garcia
S00414,CU0590,C0155,09-04-2024,2," $81,622 ",Installment,David Reese
S00415,CU0641,C0192,21-02-2023,2," $31,218 ",Credit,Brian Garcia
S00416,CU1134,C0111,27-01-2025,2," $47,781 ",Cash,Hannah Vang
S00417,CU1585,C0304,12-03-2023,2," $70,393 ",Cash,Daniel Mcclure
S00418,CU0071,C0090,15-01-2023,3," $48,554 ",Credit,Kristen Marshall
S00419,CU0552,C0248,01-07-2024,2," $30,156 ",Credit,Cody Boyd
S00420,CU1380,C0321,29-10-2023,1," $31,691 ",Cash,Ashley Anderson
S00421,CU0845,C0288,24-09-2023,2," $47,066 ",Credit,Mary Warner
S00422,CU1600,C0134,19-08-2024,3," $27,288 ",Credit,Christopher Wright
S00423,CU1766,C0279,30-01-2025,2," $25,239 ",Installment,Jamie Smith
S00424,CU0911,C0142,25-06-2023,1," $95,486 ",Installment,Steven Cortez
S00425,CU0845,C0292,19-08-2025,1," $64,093 ",Installment,Cindy Aguilar
S00426,CU1625,C0332,02-11-2024,2," $34,792 ",Installment,Ryan Mason
S00427,CU0997,C0247,29-02-2024,1," $79,993 ",Cash,Alicia Sullivan
S00428,CU0433,C0382,10-05-2024,1," $43,827 ",Installment,Patricia Moss
S00429,CU1509,C0232,28-09-2023,3," $97,754 ",Credit,Jonathan Burke
S00430,CU0220,C0021,18-03-2023,1," $27,597 ",Credit,Ryan Warren
S00431,CU0646,C0497,18-06-2024,2," $36,455 ",Cash,Christopher Woods
S00432,CU1982,C0369,10-04-2025,1," $19,588 ",Installment,Rebecca Brandt
S00433,CU0188,C0500,31-08-2024,1," $76,447 ",Installment,Jodi Greene
S00434,CU0955,C0479,20-03-2023,2," $67,591 ",Installment,Jennifer Hubbard
S00435,CU1590,C0040,21-06-2024,1," $24,090 ",Credit,Shelley Ford
S00436,CU1885,C0123,15-02-2025,2," $98,477 ",Cash,Travis Lee
S00437,CU0493,C0167,19-03-2024,3," $21,163 ",Cash,Stephanie Kim
S00438,CU0219,C0190,26-10-2024,1," $50,276 ",Installment,Tara Wilson
S00439,CU1305,C0093,08-12-2023,2," $85,970 ",Installment,Jacob Sullivan
S00440,CU1543,C0423,19-01-2023,3," $85,168 ",Installment,Andrea Brooks
S00441,CU0028,C0020,15-08-2023,2," $68,142 ",Credit,Michael Lewis
S00442,CU1399,C0049,06-10-2025,2," $52,528 ",Cash,Melissa Schwartz
S00443,CU0349,C0358,09-06-2023,3," $33,007 ",Installment,Ashley Williams
S00444,CU1673,C0484,24-08-2023,1," $76,456 ",Cash,George Griffin
S00445,CU0957,C0114,08-03-2023,2," $84,886 ",Installment,James King
S00446,CU0386,C0161,11-08-2025,2," $71,634 ",Cash,Tiffany Turner
S00447,CU1917,C0218,15-04-2024,2," $64,409 ",Cash,Jamie James
S00448,CU1630,C0327,19-11-2024,2," $81,474 ",Cash,Marie Wells
S00449,CU0954,C0053,27-11-2022,3," $58,745 ",Cash,Adam Jones
S00450,CU1602,C0162,05-07-2025,2," $44,552 ",Installment,Kevin Harris
S00451,CU0347,C0494,24-01-2024,2," $59,251 ",Cash,Justin Edwards
S00452,CU1086,C0290,09-01-2025,2," $79,848 ",Credit,Rebecca Galvan
S00453,CU0348,C0492,01-10-2024,2," $22,974 ",Installment,Stephen Shepherd
S00454,CU1215,C0189,14-11-2024,3," $95,687 ",Credit,Sarah Castaneda
S00455,CU0955,C0120,30-03-2025,2," $62,796 ",Credit,Nicole Hatfield
S00456,CU1894,C0386,25-07-2025,3," $77,475 ",Credit,Hector Adams
S00457,CU0833,C0417,23-04-2023,2," $47,399 ",Credit,Steven Brown
S00458,CU1030,C0171,16-01-2023,2," $26,996 ",Installment,Jennifer Brooks
S00459,CU0014,C0497,02-02-2023,1," $58,123 ",Installment,Lisa Thompson
S00460,CU0356,C0029,04-01-2023,1," $30,974 ",Credit,Joshua Gomez
S00461,CU1261,C0050,23-01-2025,3," $63,170 ",Installment,Rachel Coleman
S00462,CU1831,C0172,21-09-2024,2," $75,354 ",Cash,Jennifer George
S00463,CU0309,C0135,20-02-2024,1," $94,838 ",Credit,Sabrina Miller
S00464,CU0710,C0485,11-10-2025,3," $85,250 ",Credit,Dale Craig
S00465,CU1297,C0064,21-03-2023,3," $80,831 ",Cash,Phillip Carey
S00466,CU1677,C0111,03-02-2023,1," $99,050 ",Credit,Jennifer Ibarra
S00467,CU0278,C0176,21-06-2025,2," $94,024 ",Cash,Maria Reed
S00468,CU0229,C0314,23-11-2024,1," $78,438 ",Credit,Stephanie Swanson
S00469,CU0775,C0275,25-07-2023,1," $35,923 ",Installment,Bruce Lopez
S00470,CU0178,C0263,22-11-2023,2," $78,481 ",Credit,Dana Mcgrath
S00471,CU0773,C0417,11-04-2024,2," $68,185 ",Installment,Ashley Levine
S00472,CU0292,C0192,22-03-2023,1," $21,345 ",Credit,Shari Neal
S00473,CU0354,C0225,07-07-2023,1," $89,174 ",Installment,Daniel Nixon
S00474,CU0225,C0328,06-07-2023,1," $70,990 ",Cash,Ricky Brown
S00475,CU0697,C0463,02-04-2023,2," $29,661 ",Cash,Mrs. Julie Sosa
S00476,CU1158,C0287,13-11-2022,2," $80,525 ",Credit,Laura Morales
S00477,CU0183,C0247,20-02-2024,1," $91,922 ",Installment,Erika Martin
S00478,CU0187,C0121,13-04-2024,1," $69,412 ",Cash,Kathleen Grant
S00479,CU1888,C0338,29-12-2023,1," $53,259 ",Credit,Alexis Sanchez
S00480,CU1584,C0452,07-08-2024,1," $91,232 ",Credit,George Rose
S00481,CU1705,C0423,04-02-2025,3," $36,198 ",Cash,Mrs. Christine Thompson
S00482,CU0730,C0083,05-12-2024,3," $38,039 ",Cash,Brian Hill
S00483,CU0305,C0242,16-03-2023,2," $67,242 ",Cash,April Miller
S00484,CU1113,C0478,19-03-2023,3," $77,050 ",Credit,Scott West
S00485,CU0905,C0407,21-06-2025,1," $53,095 ",Credit,Alicia Garcia
S00486,CU1011,C0029,30-09-2024,3," $54,234 ",Cash,Angela Colon
S00487,CU1122,C0083,11-03-2025,2," $39,452 ",Cash,Jordan Hunt MD
S00488,CU1499,C0413,09-08-2024,1," $51,853 ",Installment,Jennifer Wallace
S00489,CU1769,C0123,17-08-2024,3," $42,903 ",Credit,Alicia Smith
S00490,CU0526,C0329,29-07-2023,2," $88,876 ",Credit,Ryan Schwartz
S00491,CU1882,C0391,27-08-2025,3," $37,421 ",Cash,Erica Johnson
S00492,CU1597,C0085,24-06-2025,1," $86,177 ",Installment,Adam Cohen
S00493,CU0334,C0359,15-10-2024,3," $79,327 ",Cash,Dr. Rachel Henderson
S00494,CU1340,C0349,30-10-2023,3," $80,281 ",Cash,Kenneth Ruiz
S00495,CU0895,C0491,05-11-2024,1," $83,946 ",Installment,Jason Wright
S00496,CU0390,C0416,15-08-2023,2," $53,638 ",Credit,Richard Gibson
S00497,CU1727,C0267,13-02-2023,1," $48,784 ",Credit,Michael Pena
S00498,CU1540,C0305,09-05-2023,3," $43,676 ",Credit,Amber Foster
S00499,CU1539,C0165,08-04-2024,1," $87,459 ",Installment,James Collins
S00500,CU1696,C0029,06-06-2025,2," $88,938 ",Installment,Douglas Johnston
S00501,CU0690,C0058,06-10-2024,2," $90,161 ",Cash,Amber Wood
S00502,CU0279,C0224,06-07-2025,1," $83,645 ",Installment,Amber Ramirez
S00503,CU1097,C0055,20-03-2025,3," $71,841 ",Installment,Bradley Fisher
S00504,CU0205,C0383,11-01-2024,2," $60,653 ",Installment,Timothy Moon
S00505,CU1258,C0044,13-11-2024,2," $49,238 ",Credit,Thomas Kirk
S00506,CU0146,C0142,11-12-2023,1," $88,185 ",Credit,Laurie Lee
S00507,CU0297,C0256,18-03-2023,1," $33,726 ",Credit,Steven Jackson
S00508,CU0608,C0333,16-02-2025,3," $55,121 ",Credit,Zachary Flowers
S00509,CU1328,C0398,14-10-2024,2," $98,385 ",Installment,Seth Hoover
S00510,CU0577,C0237,14-02-2025,2," $42,460 ",Cash,Cory Ponce
S00511,CU1646,C0241,18-05-2023,1," $97,142 ",Cash,Abigail Gomez
S00512,CU1127,C0366,15-04-2024,3," $76,107 ",Credit,Michael Rowe
S00513,CU1186,C0168,02-06-2023,1," $38,297 ",Installment,Tanner Hill
S00514,CU0499,C0030,22-12-2022,3," $26,495 ",Credit,Samantha Murphy
S00515,CU0816,C0096,12-03-2023,3," $36,707 ",Cash,William Martinez
S00516,CU1809,C0293,27-01-2025,1," $87,784 ",Cash,Nicole Cole
S00517,CU1562,C0174,01-08-2023,2," $60,404 ",Credit,Gloria Bryant
S00518,CU1023,C0151,24-09-2025,3," $63,740 ",Cash,Anthony Strickland
S00519,CU0860,C0468,15-03-2024,1," $21,460 ",Credit,Paige Bryant
S00520,CU0597,C0192,28-09-2024,2," $48,515 ",Installment,Christopher King
S00521,CU0793,C0362,22-02-2023,1," $64,690 ",Credit,Aaron Carroll
S00522,CU0691,C0415,26-01-2024,1," $97,632 ",Installment,Jennifer Adams
S00523,CU1116,C0073,26-09-2025,3," $52,374 ",Installment,Julie Gonzalez
S00524,CU0825,C0070,04-07-2025,3," $86,123 ",Installment,Madison Cobb
S00525,CU0448,C0227,05-01-2023,1," $86,853 ",Cash,April Holt
S00526,CU0997,C0153,20-11-2022,3," $60,875 ",Cash,Corey Bailey
S00527,CU0680,C0361,20-10-2023,2," $89,709 ",Installment,Veronica Klein
S00528,CU0834,C0334,15-12-2023,3," $30,840 ",Installment,Chris Taylor
S00529,CU0210,C0096,10-04-2025,1," $86,138 ",Installment,Anne Kennedy
S00530,CU1385,C0287,05-11-2022,2," $51,256 ",Cash,Deborah Garcia
S00531,CU1762,C0265,17-03-2023,1," $16,142 ",Credit,Katie Castaneda
S00532,CU1129,C0436,01-07-2025,3," $17,338 ",Installment,Connie Dixon
S00533,CU0462,C0343,23-12-2022,1," $72,245 ",Credit,Carrie Phillips
S00534,CU0206,C0334,05-07-2025,3," $84,385 ",Installment,Edward King
S00535,CU0609,C0247,14-09-2023,1," $18,607 ",Credit,Darren Rodriguez
S00536,CU0420,C0045,22-04-2023,3," $48,395 ",Installment,Adam Jackson
S00537,CU1417,C0359,28-07-2023,2," $43,935 ",Installment,Ray Kim
S00538,CU1529,C0086,09-08-2024,2," $35,479 ",Credit,Wayne Mcclain
S00539,CU0712,C0363,17-06-2023,1," $33,666 ",Credit,Rachel Baker
S00540,CU0383,C0129,25-01-2023,2," $31,170 ",Cash,Michael Lewis
S00541,CU1543,C0075,29-10-2025,3," $46,507 ",Cash,Crystal Archer
S00542,CU1976,C0364,11-06-2024,2," $45,081 ",Credit,Destiny Warner
S00543,CU0380,C0025,26-03-2025,1," $43,298 ",Cash,Kimberly Jones
S00544,CU0342,C0275,04-10-2025,1," $34,558 ",Installment,Kelsey King
S00545,CU0491,C0166,28-04-2023,2," $33,626 ",Credit,April Knox
S00546,CU0275,C0229,27-02-2025,1," $94,975 ",Installment,Michael Davis
S00547,CU1666,C0320,01-03-2025,1," $49,571 ",Cash,Raymond Curry
S00548,CU0760,C0367,27-06-2023,3," $67,518 ",Installment,Kelli Garrett
S00549,CU0266,C0448,07-02-2023,1," $51,206 ",Credit,Susan Ayers
S00550,CU1335,C0418,19-12-2024,3," $29,701 ",Credit,Kimberly Salazar
S00551,CU1861,C0373,18-07-2025,1," $26,080 ",Installment,Jason Black
S00552,CU1052,C0019,09-01-2023,2," $61,134 ",Cash,Karen Owens
S00553,CU1261,C0500,13-03-2023,2," $16,342 ",Cash,Jose Kirby
S00554,CU0385,C0091,31-07-2023,1," $34,558 ",Installment,Robert Evans
S00555,CU1341,C0340,10-06-2025,3," $91,870 ",Cash,Kristina Hayes
S00556,CU1209,C0423,01-03-2023,3," $43,938 ",Credit,Raymond Contreras
S00557,CU1076,C0229,02-09-2024,3," $96,008 ",Installment,Kendra Richardson
S00558,CU1479,C0156,02-05-2024,3," $66,972 ",Credit,Shelby Leblanc
S00559,CU0761,C0146,19-04-2024,1," $50,675 ",Credit,Sheila Roberts
S00560,CU0939,C0264,21-08-2024,1," $56,024 ",Credit,Erica Lee
S00561,CU1682,C0250,07-01-2023,2," $43,966 ",Cash,Sarah Stanley PhD
S00562,CU0328,C0443,07-05-2024,2," $56,320 ",Credit,Frank Simpson
S00563,CU1588,C0210,04-04-2024,1," $41,879 ",Cash,Steven Burton
S00564,CU0055,C0265,02-05-2025,3," $29,482 ",Credit,David Mendez
S00565,CU1767,C0360,23-07-2025,2," $47,334 ",Installment,Jamie Bell
S00566,CU0542,C0009,11-09-2023,1," $46,056 ",Cash,Jason Ellis
S00567,CU1060,C0118,15-10-2024,2," $23,925 ",Credit,Mikayla Deleon PhD
S00568,CU1348,C0377,02-10-2024,3," $82,077 ",Credit,Tammy Boyle
S00569,CU0475,C0198,02-06-2025,3," $70,073 ",Cash,Richard Lowe
S00570,CU0755,C0248,12-03-2023,2," $76,954 ",Credit,Sean Cummings
S00571,CU0133,C0454,05-11-2023,1," $44,076 ",Installment,Susan Hess
S00572,CU1112,C0214,01-03-2023,2," $58,879 ",Installment,Tasha Henderson
S00573,CU0532,C0146,22-09-2023,3," $33,377 ",Installment,David Norris
S00574,CU1302,C0341,29-12-2023,3," $22,599 ",Credit,Samuel Mueller
S00575,CU1440,C0158,31-03-2025,2," $59,343 ",Credit,Mary Jarvis
S00576,CU1876,C0333,17-12-2022,1," $61,934 ",Cash,Richard Foster
S00577,CU1003,C0422,29-11-2022,3," $24,356 ",Installment,Kristy Lynch
S00578,CU0700,C0475,19-03-2025,2," $47,703 ",Installment,Zachary Holland
S00579,CU1040,C0062,18-01-2024,3," $98,628 ",Credit,Nicholas Green
S00580,CU0312,C0163,17-04-2024,3," $27,330 ",Cash,Michael Bennett
S00581,CU1747,C0081,15-08-2025,1," $61,226 ",Installment,Jacob Horton
S00582,CU0459,C0345,19-08-2025,3," $79,073 ",Installment,Robert Pham
S00583,CU1828,C0202,01-03-2025,2," $70,417 ",Installment,Jasmine Vazquez
S00584,CU1311,C0482,11-11-2022,1," $97,309 ",Cash,Sheila Smith
S00585,CU0978,C0389,24-12-2024,2," $15,525 ",Credit,Dawn Conner
S00586,CU0077,C0025,09-04-2023,2," $80,385 ",Cash,Richard Turner
S00587,CU1942,C0019,24-01-2024,1," $50,046 ",Cash,Bruce Garcia
S00588,CU0140,C0418,02-04-2024,2," $18,844 ",Installment,Theresa Ward
S00589,CU0532,C0315,26-11-2022,2," $92,353 ",Installment,Tina Bolton
S00590,CU1406,C0013,13-11-2022,3," $31,021 ",Installment,Karen Carney
S00591,CU1662,C0093,19-11-2023,2," $22,817 ",Credit,Edward Flores
S00592,CU0992,C0475,26-10-2023,1," $39,019 ",Credit,Christopher Rodriguez
S00593,CU0786,C0323,20-12-2024,3," $41,453 ",Credit,Jordan Delgado
S00594,CU1747,C0468,17-07-2023,3," $95,025 ",Installment,Brandon Benson
S00595,CU0881,C0487,30-05-2025,1," $15,176 ",Cash,Jerry Rocha
S00596,CU0481,C0293,03-05-2024,3," $92,078 ",Cash,Donald Lara
S00597,CU0546,C0241,10-03-2025,1," $63,312 ",Cash,Brittany Jackson MD
S00598,CU1591,C0239,22-06-2025,3," $46,209 ",Installment,Kimberly Smith
S00599,CU1977,C0213,30-09-2024,2," $90,454 ",Installment,Patricia Anderson
S00600,CU0089,C0472,03-04-2023,2," $99,027 ",Credit,Renee Conner
S00601,CU1597,C0224,01-06-2024,3," $75,205 ",Installment,Kyle Thompson
S00602,CU0564,C0392,15-02-2025,2," $46,921 ",Credit,Ronnie Holmes
S00603,CU1711,C0216,29-04-2023,3," $23,375 ",Installment,Michelle Jacobs
S00604,CU0500,C0163,09-03-2023,3," $90,414 ",Installment,Crystal Wilson
S00605,CU0312,C0361,29-04-2024,2," $81,841 ",Credit,Nicholas Ponce
S00606,CU0211,C0192,15-09-2024,3," $27,424 ",Cash,Daniel Barry
S00607,CU0777,C0327,01-12-2022,3," $45,863 ",Installment,Robert Schroeder
S00608,CU1715,C0164,04-04-2024,1," $83,819 ",Cash,Katherine Morgan
S00609,CU0726,C0279,11-10-2025,2," $46,979 ",Cash,Deborah Kennedy
S00610,CU1192,C0258,18-05-2023,1," $65,255 ",Cash,Daniel Parker
S00611,CU1177,C0098,25-12-2024,3," $60,217 ",Credit,Alexandra Foster
S00612,CU1144,C0289,03-08-2024,3," $47,393 ",Credit,Tara Johnson
S00613,CU1297,C0169,24-10-2025,3," $16,606 ",Cash,Briana Hurst
S00614,CU0986,C0149,28-02-2024,2," $75,529 ",Credit,Daniel Jones
S00615,CU1160,C0439,11-07-2023,3," $79,398 ",Installment,Alex Mcintyre
S00616,CU0940,C0457,19-05-2024,1," $27,432 ",Installment,Kristen Yu
S00617,CU0818,C0426,22-07-2024,1," $33,237 ",Installment,Michael Hernandez
S00618,CU0980,C0436,03-02-2023,1," $38,878 ",Credit,David Barron
S00619,CU1204,C0210,18-01-2024,2," $36,921 ",Cash,Austin Wright
S00620,CU1466,C0307,19-05-2025,3," $79,103 ",Credit,Cody Davis
S00621,CU0207,C0234,15-05-2024,1," $45,052 ",Cash,Steven Simon
S00622,CU1487,C0102,02-07-2024,2," $55,835 ",Credit,Greg Nelson
S00623,CU1742,C0380,02-09-2023,1," $52,317 ",Credit,Melanie Johnson
S00624,CU1554,C0246,27-09-2025,2," $35,516 ",Credit,Mr. Matthew Nguyen
S00625,CU0669,C0400,13-04-2025,3," $85,302 ",Cash,Lisa Anderson
S00626,CU0819,C0451,14-09-2025,2," $42,322 ",Cash,Steven Johnson
S00627,CU1068,C0406,11-03-2025,1," $93,197 ",Credit,Kathryn Johnson
S00628,CU0787,C0144,14-05-2024,1," $92,487 ",Cash,Kelly Walker
S00629,CU0646,C0132,14-11-2023,2," $23,710 ",Credit,Melissa Riley
S00630,CU1749,C0487,03-02-2023,2," $84,907 ",Installment,Carlos Miller
S00631,CU1631,C0195,16-11-2022,3," $76,213 ",Installment,Mackenzie Cole
S00632,CU1065,C0279,25-09-2025,1," $26,719 ",Credit,Daniel Villanueva
S00633,CU1324,C0306,12-09-2025,2," $46,726 ",Cash,Paul Thompson
S00634,CU1798,C0418,05-07-2025,2," $56,021 ",Credit,Thomas Williams
S00635,CU0154,C0048,03-08-2023,2," $17,079 ",Credit,Victor Martin
S00636,CU0475,C0022,05-03-2025,1," $48,732 ",Installment,Kelly Mckinney
S00637,CU0279,C0364,03-07-2025,2," $81,120 ",Cash,Erica Espinoza
S00638,CU0222,C0116,09-02-2025,3," $78,617 ",Credit,Jose Hughes
S00639,CU0732,C0382,15-12-2023,1," $36,921 ",Installment,Cassandra Johnson
S00640,CU1391,C0238,03-06-2023,3," $39,226 ",Credit,Nichole Smith
S00641,CU0601,C0131,22-06-2024,2," $57,255 ",Cash,Kevin Anderson
S00642,CU0530,C0304,14-04-2025,2," $96,188 ",Installment,Jonathan Gonzalez
S00643,CU1753,C0041,13-05-2023,1," $89,435 ",Credit,Jill Nelson
S00644,CU0320,C0208,02-08-2023,2," $34,307 ",Cash,Emily Duarte
S00645,CU0244,C0105,05-11-2024,2," $94,884 ",Installment,Mr. David Tran
S00646,CU0355,C0122,15-07-2024,1," $49,523 ",Credit,Tracy Patterson
S00647,CU1326,C0134,09-01-2025,3," $33,449 ",Installment,Amy Pearson
S00648,CU0230,C0363,29-05-2025,2," $80,608 ",Installment,Calvin White
S00649,CU1021,C0279,17-08-2024,2," $50,581 ",Credit,Andrea Swanson
S00650,CU0503,C0240,10-05-2023,2," $20,713 ",Credit,Rebecca Brewer
S00651,CU1435,C0122,03-08-2024,1," $71,622 ",Credit,Ryan Smith
S00652,CU1261,C0083,20-08-2025,3," $90,046 ",Credit,Amanda Bright
S00653,CU1878,C0360,09-06-2024,3," $67,213 ",Credit,Christopher Rowe
S00654,CU1782,C0402,07-02-2023,3," $16,023 ",Installment,Heather Smith
S00655,CU1053,C0226,05-04-2024,2," $33,614 ",Installment,Charles Thompson
S00656,CU1985,C0463,18-06-2023,3," $94,386 ",Credit,Kathryn Bailey
